M74[6]	M74[7]	M74[8]	M74[9]	M74[10]	M74[11]	M74[12]	M74[13]	M74[14]	M74[15]	M74[16]	M74[17]	M74[18]	M74[19]	M74[20]	M74[21]	M74[22]	M74[23]	M74[24]	M74[25]	M74[26]	M74[27]	M74[28]	M74[29]	M74[30]	M74[31]	M74[32]	M74[33]	M74[34]	M74[35]	M74[36]	M74[37]
0.545533	0.452751	0.225913	0.38013	0.0887079	0.0712936	0.212355	0.151495	0.342662	0.118091	0.0372338	0.00178316	0.0021859	0.0758398	0.0853755	0.0325141	0.060577	0.216357	0.0343905	0.0753946	0.0022105	0.0773403	0.0202567	0.083302	0.286015	0.0905541	0.00855344	0.0280148	0.000873317	0.0532354	0.0116919	0.0116919
0.521228	0.686342	0.40537	0.661256	0.320128	0.0122663	0.239661	0.0785327	0.194519	0.30393	0.0163411	0.0632469	0.0514575	0.0733757	0.0854932	0.18271	0.205146	0.130926	0.0284459	0.0418609	0.179062	0.0162445	0.0182486	0.124663	0.0829992	0.0241559	0.025828	0.000438962	0.00521561	0.0756908	0.0524257	0.0524257
0.829067	0.601852	0.390437	0.599949	0.0708957	0.0217528	0.215512	0.135138	0.110591	0.186355	0.00110286	0.00401032	0.0395954	0.0479375	0.147312	0.0377471	0.0387334	0.0649293	0.0419769	0.00336633	0.0648949	0.00171644	0.0116295	0.102277	0.153202	0.010484	0.029888	0.0384997	0.0111965	0.0017758	0.054768	0.054768
0.465529	0.606462	0.528721	0.295769	0.196703	0.0270629	0.274327	0.0752413	0.241042	0.250798	0.00360214	0.0469647	0.000625891	0.0629164	0.162614	0.0742901	0.0367478	0.0815455	0.0188541	0.000788971	0.00579907	0.102624	0.00745428	0.0920648	0.161377	0.0264866	0.0491663	0.0153652	0.12158	0.0504037	0.0125149	0.0125149
0.543774	0.704589	0.278829	0.360025	0.417908	0.00977491	0.354347	0.14721	0.193358	0.409831	0.0535058	0.0171329	0.103464	0.0182694	0.14151	0.0164413	0.0619978	0.115917	0.00166909	0.00686332	0.0160987	0.19896	0.00143398	0.108714	0.152854	0.08283	0.0531327	0.00443148	0.0550236	0.0670464	0.0359704	0.0359704
0.389875	0.700052	0.293854	0.475887	0.131367	0.0655549	0.173524	0.260628	0.204446	0.362329	0.026624	0.00149045	0.0019615	0.0157224	0.0240343	0.052952	0.0290459	0.0416801	0.16175	0.0111451	0.02858	0.0367462	0.0371729	0.0400039	0.213577	0.175253	0.00959837	0.0343715	0.208852	0.0220436	0.0198574	0.0198574
0.631513	0.573214	0.378061	0.515285	0.188726	0.0670379	0.382577	0.257495	0.198096	0.0542153	6.01E-05	0.0553544	0.000121067	0.0738224	0.0120322	0.0174403	0.111733	0.0111802	0.0101579	0.000949445	0.0207439	0.0400992	0.000894241	0.157687	0.0855567	0.0630121	0.0474205	0.0696205	0.0132087	0.00781303	0.000363597	0.000363597
0.586222	0.82329	0.236782	0.414965	0.592527	0.0229532	0.435773	0.0866653	0.0122754	0.339762	0.0628286	0.0146666	0.0263324	0.184418	0.0469075	0.0252951	0.010955	0.0601389	0.0415448	0.000407915	0.0033261	0.0173854	0.137907	0.074843	0.0679298	0.0423339	0.00389898	0.00281864	0.0511805	0.0920843	0.0203021	0.0203021
0.452659	0.57364	0.515825	0.639649	0.257195	0.0130512	0.5614	0.115892	0.213447	0.31642	0.0428532	4.07E-05	0.000117043	0.0868737	0.102243	0.0312317	0.133591	0.140104	0.0468462	0.000193692	0.000666431	0.305108	0.0571492	0.239674	0.0884954	0.157863	0.0159852	0.0191393	0.0101241	0.0355585	0.0366864	0.0366864
0.824689	0.592282	0.584095	0.535868	0.359461	0.0101581	0.255366	0.195832	0.193701	0.249214	0.012796	0.00371542	0.0274106	0.016354	0.0212058	0.0560241	0.0592791	0.0320202	0.0877244	0.00953769	0.00366581	0.216441	0.0439119	0.206803	0.270765	0.0396223	0.0900126	0.0290269	0.00663611	0.0231795	0.0498744	0.0498744
0.696531	0.594103	0.47954	0.652489	0.188183	0.0345954	0.505843	0.129795	0.223299	0.311962	0.0242002	0.0316361	0.00173231	0.0798582	0.262825	0.0538627	0.0916292	0.0541562	0.0062008	0.00952185	0.0107754	0.0103338	0.00157043	0.0472132	0.172777	0.04578	0.0346542	0.00743714	0.0640601	0.171196	0.00186311	0.00186311
0.538391	0.614808	0.394107	0.491487	0.193913	0.0492515	0.411953	0.37617	0.192551	0.113919	0.00771728	0.0143065	0.193013	0.086208	0.121417	0.0740374	0.145271	0.0684968	0.245027	0.000119599	0.0241269	0.0444496	0.000185276	0.0473314	0.185191	0.0853779	0.0547124	0.0139211	0.00426463	0.193002	0.0396632	0.0396632
0.529579	0.654155	0.484497	0.606792	0.25453	0.0242173	0.632167	0.23116	0.184325	0.2582	0.019006	0.006982	0.161092	0.0081211	0.0783242	0.246654	0.0890236	0.100913	0.0954249	0.000103368	0.00397297	0.0800622	0.0147332	0.0979008	0.112336	0.127209	0.02582	0.0342184	0.00568809	0.0158169	0.00011008	0.00011008
0.541268	0.462769	0.40975	0.471124	0.192892	0.0634871	0.201843	0.310449	0.0587676	0.284316	0.00816546	0.00018019	0.089778	0.0541451	0.313528	0.192333	0.275994	0.00150032	0.0383349	0.0250264	0.011554	0.00905086	0.050952	0.0177422	0.126465	0.115431	0.0138113	0.000236418	0.0131664	0.0235859	0.0254766	0.0254766
0.701893	0.816589	0.422212	0.484104	0.345074	0.0854408	0.229269	0.24645	0.0628355	0.238253	0.0288194	0.0297064	0.0957915	0.0146008	0.03748	0.212929	0.00790666	0.105108	0.0593137	0.00824148	0.0219635	0.0568854	0.112796	0.0085889	0.0708625	0.0383841	0.017924	0.00997498	0.00579294	0.204515	0.0094976	0.0094976
0.62527	0.731241	0.574992	0.486138	0.381929	0.201661	0.178511	0.235184	0.460053	0.209661	0.00944257	0.000319795	0.0711858	0.0125933	0.141308	0.105986	0.0499548	0.0860156	0.0478348	0.0172065	0.00153099	0.0125552	0.05021	0.119901	0.0638932	0.0364343	0.0226142	0.0288311	0.0133213	0.0425806	0.00102237	0.00102237
0.425446	0.692522	0.429019	0.320148	0.13637	0.0687845	0.453578	0.350592	0.33507	0.320508	0.0230638	0.0501167	0.00201211	0.019572	0.206396	0.00959147	0.0756628	0.00347477	0.13493	0.00214553	0.000218027	0.0257431	0.00525329	0.0704928	0.082307	0.0148788	0.00968683	0.0690434	0.0569904	0.0117725	0.00410906	0.00410906
0.583992	0.592017	0.337663	0.416655	0.319923	0.00953862	0.332994	0.18522	0.0726193	0.364167	0.028149	0.0377387	0.00196835	0.0705545	0.188176	0.0291982	0.023727	0.0811524	0.175489	0.206938	0.0167937	0.0125212	0.0122513	0.0452195	0.207386	0.0143849	0.0459064	0.0480345	0.0184215	0.00905094	0.0361147	0.0361147
0.768917	0.594549	0.335779	0.277812	0.185308	0.00687964	0.32994	0.162319	0.130122	0.356287	0.0145057	0.00319943	0.0235861	0.0515559	0.205892	0.00788925	0.12166	0.0372629	0.0184692	0.0033243	0.101076	0.13817	0.0364005	0.0761901	0.220209	0.0390205	0.0301227	0.0380767	0.0433305	0.0153537	0.0451695	0.0451695
0.831273	0.661609	0.648821	0.346195	0.315351	0.0222644	0.157751	0.0649508	0.3874	0.492902	0.0119749	0.000786744	0.0263437	0.0357784	0.0262443	0.106646	0.108269	0.118319	0.133518	0.0318401	0.011028	0.0268079	0.111658	0.143787	0.0943428	0.0145174	0.012714	0.0199399	0.234897	0.10443	0.00131009	0.00131009
0.354476	0.665736	0.530629	0.417063	0.296488	0.0537958	0.240272	0.205042	0.273862	0.317837	0.00295871	0.0335932	0.107141	0.0357188	0.1363	0.0459999	0.0524696	0.130141	0.0457813	0.0812436	0.0293065	0.0853252	0.0589795	0.0876133	0.220041	0.254446	0.0932145	0.00811495	9.69E-05	0.0247189	0.0585868	0.0585868
0.616832	0.848838	0.385708	0.251166	0.121379	0.109395	0.385105	0.20515	0.0575175	0.220059	0.0136831	0.069514	0.000503697	0.0460239	0.0948236	0.153681	0.120646	0.0515776	0.0109299	0.0226519	0.000462053	0.10051	0.000653352	0.0441202	0.135861	0.13136	0.0162151	0.0499307	0.00575693	0.124032	0.0158324	0.0158324
0.542059	0.505268	0.52651	0.253047	0.248265	0.0635234	0.206196	0.111531	0.241575	0.240452	0.0108069	0.061435	0.0230267	0.0313077	0.0786363	0.0671234	0.0825745	0.0564231	0.12181	0.0416352	0.000434683	0.101396	0.0188984	0.0142453	0.050877	0.0338045	0.00928338	0.0582111	0.0034978	0.148373	0.0162018	0.0162018
0.677467	0.727143	0.297782	0.406798	0.388307	0.0664413	0.21469	0.226834	0.351226	0.078498	0.0224617	0.237321	0.0568759	0.110896	0.105292	0.0939726	0.0399317	0.374204	0.0171066	0.0113187	0.0131315	0.237392	0.049102	0.153653	0.20899	0.137298	0.00948887	0.0427097	0.00185497	0.127756	0.0100814	0.0100814
0.172406	0.885522	0.406989	0.449408	0.164743	0.00744351	0.556771	0.181423	0.150067	0.32481	0.0187567	0.0173031	0.0606452	0.0558228	0.0494706	0.237356	0.0833895	0.0794649	0.0102261	0.00715677	0.0847905	0.0090364	0.0418367	0.135512	0.156264	0.0302167	0.000646387	0.113938	0.0430146	0.00352342	0.0404993	0.0404993
0.534394	0.837161	0.398144	0.275684	0.190847	0.0131834	0.283539	0.204584	0.146042	0.468462	0.00601373	0.044465	0.00360494	0.125174	0.0231171	0.0139422	0.07596	0.0888464	0.011591	0.00319435	0.00720484	0.0566862	0.0222423	0.0346457	0.239468	0.126021	0.0329543	0.0823683	0.0167888	0.0756087	0.00266703	0.00266703
0.784157	0.6357	0.279883	0.519768	0.186097	0.057589	0.629935	0.177282	0.12737	0.25665	0.00666895	0.00418939	0.0213697	0.128257	0.165802	0.207492	0.292587	0.357342	0.0975688	0.000174685	0.0499693	0.00173553	0.0097247	0.130141	0.0522083	0.117687	0.00059983	0.00151909	0.0679599	0.0243296	0.0170212	0.0170212
0.468396	0.569095	0.308155	0.543866	0.193243	0.132431	0.10569	0.249393	0.241829	0.144588	0.0568438	0.00203912	0.00881031	0.0674889	0.0870277	0.21828	0.0366778	0.0624475	0.00296333	6.88E-05	0.0567826	0.0683253	0.0742421	0.287513	0.108497	0.0888034	0.0179655	0.0234501	0.0725769	0.0660498	0.00742162	0.00742162
0.475093	0.666515	0.448595	0.584908	0.364708	0.26	0.255006	0.0784985	0.0530583	0.371263	0.0418787	0.0514669	0.000629758	0.0221605	0.231581	0.103321	0.0657108	0.0245206	0.0647995	0.000883398	0.00627505	0.0190061	0.0549738	0.121404	0.161532	0.0360913	0.026685	0.0684216	0.00177642	0.00383242	0.00460426	0.00460426
0.670083	0.543517	0.42935	0.45833	0.119301	0.0538642	0.757713	0.0685905	0.181061	0.432268	0.0322737	0.00286597	0.00014832	0.0347578	0.157761	0.00875336	0.161114	0.0816693	0.00792526	0.124041	0.00408195	0.000156675	0.0690735	0.0554349	0.193712	0.108451	0.0144066	0.00211895	0.0409315	0.000264597	0.114603	0.114603
0.479387	0.520014	0.396271	0.539639	0.189372	0.0322759	0.265564	0.189803	0.172347	0.145564	0.0726181	0.0232523	0.0224306	0.0219884	0.148176	0.131755	0.14208	0.0405995	0.0158751	0.000528078	0.0169182	0.0496403	0.0608091	0.102293	0.0526464	0.208968	0.010112	0.0210397	0.00231069	0.00526286	0.0218229	0.0218229
0.709708	0.413887	0.520383	0.610922	0.246744	0.0309117	0.455051	0.16542	0.148976	0.187675	1.94E-05	0.0270096	0.0208815	0.0270191	0.0597475	0.00911836	0.0389868	0.0713218	0.0200808	0.0155292	0.139202	0.00773563	0.0450123	0.0898634	0.0934919	0.0616214	0.00347051	0.000586405	0.0181715	0.15472	0.109672	0.109672
0.541256	0.492959	0.352855	0.542847	0.327361	0.0183061	0.378531	0.334754	0.243657	0.0766763	0.0174836	0.00976677	0.00019599	0.112485	0.130639	0.393586	0.0681391	0.183175	0.0898896	0.0214043	0.0216418	0.00241054	0.00281859	0.0522917	0.217865	0.0556093	0.0368309	0.00957302	0.0140741	0.00780152	0.0120681	0.0120681
0.443189	0.717872	0.398603	0.445463	0.396924	0.125571	0.375041	0.174305	0.168932	0.276774	0.00626876	0.00575754	0.00533071	0.0211545	0.0795079	0.166768	0.0625938	0.0568134	0.00121885	0.00973808	0.0091084	0.0048611	0.000426219	0.107246	0.166232	0.0469835	0.0186463	0.0175194	0.118885	0.264121	0.0863539	0.0863539
0.649716	0.716154	0.478278	0.253754	0.46592	0.0245254	0.39327	0.262241	0.25171	0.306216	0.00236487	0.0490791	0.0614463	0.0252923	0.0214426	0.149666	0.0596515	0.179999	0.0213972	0.0180488	0.0153587	0.00208431	0.00639756	0.261637	0.169654	0.0642754	0.0198181	0.0232145	0.00092042	0.00879651	0.0647049	0.0647049
0.668852	0.896595	0.260029	0.371453	0.193407	0.00937455	0.118809	0.150392	0.172992	0.456264	0.0339164	0.00102471	0.00175887	0.0454338	0.156064	0.0775849	0.164864	0.145597	0.0631258	0.0541463	0.070792	0.0384666	0.0332706	0.212936	0.106978	0.0339862	0.0193179	0.00241086	0.011339	0.0180572	0.020162	0.020162
0.617934	0.797618	0.517075	0.318261	0.472147	0.054445	0.373175	0.179273	0.352731	0.0706954	0.00724602	0.0166391	0.0015815	0.0493326	0.0647534	0.0532774	0.03602	0.113214	0.0310391	0.00422328	0.000673159	0.0142905	0.00581857	0.213803	0.154355	0.0919958	0.0318492	0.0107586	6.12E-05	0.00106074	0.104352	0.104352
0.3699	0.809101	0.407698	0.422177	0.199224	0.01166	0.1302	0.127295	0.196631	0.400028	0.0176682	0.0466182	0.0123161	0.163693	0.0483505	0.0696819	0.0096058	0.152184	0.0677349	0.0209342	0.0683801	0.030398	0.0202109	0.0250621	0.130589	0.0503913	0.00146712	0.17768	0.00169083	0.0155909	0.0042189	0.0042189
0.561342	0.407046	0.221061	0.213565	0.0668818	0.0463765	0.39367	0.415964	0.202447	0.159459	0.119404	0.0167662	0.00217953	0.150064	0.0654634	0.00441837	0.0918882	0.101391	0.0342148	0.000298127	0.000726797	0.0712816	0.0586436	0.0458065	0.0496672	0.248303	0.00327013	0.00368133	0.118453	0.0594656	0.0781377	0.0781377
0.937531	0.522747	0.462935	0.417406	0.208135	0.0986957	0.30063	0.278381	0.121884	0.278369	0.077703	0.0149611	0.0479956	0.0322226	0.0931886	0.1034	0.102747	0.070117	0.113938	0.00586174	0.024529	0.124539	0.063239	0.262077	0.16776	0.0337312	0.058905	0.00290753	0.00543918	0.111835	0.0506631	0.0506631
0.494806	0.645705	0.330536	0.349248	0.0668653	0.125103	0.489408	0.317301	0.0803864	0.18567	0.00569805	0.00880788	0.00104701	0.0412537	0.212415	0.124929	0.0712956	0.0509523	0.118584	0.0105471	0.011313	0.0394514	0.00490708	0.117711	0.213819	0.0966245	0.00382188	0.0077208	0.0180433	0.0294615	0.0233412	0.0233412
0.43235	0.690171	0.591531	0.404603	0.216285	0.00220927	0.19509	0.169968	0.105312	0.329579	0.00898727	0.017521	0.043663	0.0131719	0.0336764	0.08148	0.19554	0.190189	0.0527673	0.00767925	0.139489	0.0364761	0.0324903	0.248451	0.253161	0.018169	0.057009	0.00177344	0.00747176	0.000885601	0.0103174	0.0103174
0.704158	0.479917	0.30618	0.344802	0.14491	0.0357796	0.211803	0.130877	0.246187	0.24461	0.016559	0.00798135	0.00508185	0.0410296	0.190168	0.0356985	0.162282	0.0955978	0.0112348	0.0173497	0.00593921	0.0198187	0.00251703	0.0983928	0.270033	0.0688943	0.0148	0.0187285	0.0107662	0.0403555	0.0885941	0.0885941
0.819393	0.617363	0.651285	0.39555	0.416835	0.114733	0.53076	0.088103	0.157606	0.170622	0.0226907	0.00273502	0.0667761	0.01376	0.21195	0.034114	0.177695	0.148959	0.00985978	0.0622646	0.208956	0.000576306	0.0696121	0.225467	0.0316768	0.0414743	0.00196067	0.00021256	0.0172788	0.00587279	0.00716809	0.00716809
0.440316	0.611008	0.620976	0.681575	0.3143	0.0481012	0.684149	0.493581	0.285449	0.625269	0.0274073	0.0206257	0.00728916	0.0869994	0.0582059	0.0342097	0.211469	0.0889823	0.0328929	0.0107522	0.224822	0.0268676	0.0712756	0.310718	0.185867	0.0651876	0.147646	0.212704	0.00280118	0.0130584	0.0610839	0.0610839
0.61607	0.42739	0.608259	0.404509	0.165533	0.111682	0.478814	0.0257046	0.236033	0.274463	0.00923155	0.00375725	0.0623749	0.185417	0.055489	0.158251	0.196991	0.132884	0.0443279	0.00219153	0.0291952	0.0958593	0.0138701	0.0452966	0.196953	0.0476299	0.0350826	0.0768285	0.00877074	0.0965924	0.070213	0.070213
0.573073	0.520567	0.224875	0.381213	0.332062	0.134474	0.257998	0.116015	0.266997	0.311372	0.0116606	0.00210985	0.00396938	0.0356969	0.0203324	0.111454	0.0991509	0.182967	0.0904211	0.00188965	0.0858634	0.0356296	0.000101783	0.166799	0.0752759	0.0728547	0.0033959	0.00335171	0.108655	0.118837	0.0378866	0.0378866
0.316364	0.782628	0.26987	0.391565	0.282404	0.0986939	0.152145	0.168806	0.0925464	0.150543	0.0071692	9.30E-05	0.0495178	0.110853	0.144124	0.0426681	0.0489106	0.172696	0.0901782	0.0108066	0.00982181	0.0194691	0.0841636	0.121072	0.17158	0.127493	0.0238769	0.000198118	0.0884807	0.00620792	0.0155264	0.0155264
0.874252	0.763023	0.383495	0.543478	0.356721	0.0392111	0.20813	0.178924	0.225741	0.381877	0.0343568	0.0167927	0.000109177	0.0250598	0.0874853	0.0353695	0.0394641	0.103355	0.11762	6.92E-05	0.0918035	0.025113	0.143739	0.040582	0.177004	0.0508332	0.0362234	0.101368	0.0692043	0.0639232	0.0844887	0.0844887
0.841144	0.676048	0.363246	0.584264	0.533694	0.076207	0.439424	0.329208	0.136148	0.324073	0.0210911	0.000143384	0.00331096	0.0733919	0.0359737	0.16638	0.110275	0.250696	0.0426309	0.00520231	0.00518485	0.122329	0.0422169	0.102993	0.380975	0.0561561	0.0400755	0.0923101	0.0573414	0.0331481	0.0572001	0.0572001
0.595057	0.599997	0.375527	0.525143	0.519744	0.029875	0.319189	0.307609	0.0304396	0.22009	0.0125613	0.00348945	0.00638435	0.113064	0.0361835	0.0366376	0.123768	0.0479816	0.0185557	0.0170875	0.233538	0.0782927	0.000561122	0.21411	0.0891285	0.0712368	0.00467174	0.00534089	0.00352219	0.0875763	0.0116694	0.0116694
0.35405	0.79745	0.580249	0.338631	0.286111	0.0387136	0.174763	0.190163	0.0702589	0.394089	0.00116434	0.000221466	0.000855371	0.021986	0.173657	0.0636862	0.0985079	0.0488907	0.0231651	0.00053946	0.0339551	0.000446706	0.0630129	0.427506	0.182706	0.0694721	0.0367906	0.00111435	0.0828514	0.0886664	0.0257797	0.0257797
0.486929	0.54092	0.51722	0.259109	0.112262	0.000814589	0.280721	0.281011	0.32247	0.446688	0.00736328	0.0101177	0.0310272	0.037612	0.14004	0.0933446	0.124929	0.168348	0.0386722	0.0301707	0.00273803	0.0584701	0.0610249	0.0296559	0.253366	0.0713035	0.00666278	0.00266094	0.00828962	0.0204224	0.00556222	0.00556222
0.572972	0.507943	0.401942	0.193962	0.606953	0.101631	0.602549	0.221403	0.375288	0.366178	0.00210404	9.86E-05	0.0843906	0.152935	0.399723	0.0381089	0.364409	0.168018	0.176153	0.00361661	0.0267554	0.00734433	0.015254	0.125699	0.177291	0.0693945	0.00199601	0.00291783	0.00522233	0.025279	0.0630739	0.0630739
0.527357	0.665135	0.564506	0.461345	0.11063	0.0511369	0.185558	0.373225	0.107523	0.407676	0.0152573	0.0288027	0.00110803	0.00940898	0.0804269	0.0586573	0.0444506	0.223902	0.149371	0.0549179	0.00886293	0.19489	0.146363	0.0428481	0.122548	0.0367387	0.0219735	0.00725489	0.00390982	0.0186028	0.0507813	0.0507813
0.682354	0.743601	0.704765	0.442164	0.276479	0.0444023	0.446827	0.315653	0.160681	0.140806	0.026616	0.0338467	0.0103826	0.031606	0.0405232	0.410068	0.145424	0.249791	0.166611	0.000642643	0.00432068	0.00423323	0.0176126	0.0736869	0.107944	0.159383	0.0017041	0.0121555	0.0252211	0.00361841	0.00583233	0.00583233
0.423266	0.749768	0.564503	0.381828	0.190124	0.0855459	0.250256	0.230969	0.370478	0.121561	0.0120096	0.00321129	0.0664709	0.0300369	0.0735463	0.0749234	0.358557	0.0950004	0.147408	0.00237169	0.000735912	0.0397772	0.00330836	0.0249236	0.228609	0.0787633	0.047259	0.00139139	0.000840036	0.00086482	0.0132916	0.0132916
0.467277	0.66528	0.462503	0.348215	0.152184	0.000172966	0.364909	0.319571	0.0854747	0.222847	0.0131721	0.00575932	0.0169374	0.0231582	0.195238	0.0406776	0.0786118	0.108592	0.0519012	0.0022676	0.0841178	0.0451486	0.00915956	0.1559	0.0609805	0.0438894	0.0085412	0.00617537	0.00857759	0.00588562	0.00136019	0.00136019
0.634195	0.563792	0.323385	0.546622	0.12702	0.0587848	0.395457	0.184418	0.264104	0.330279	0.000204794	0.0203574	0.0178023	0.163967	0.121671	0.117422	0.139007	0.108262	0.00145541	0.00291025	0.000647524	0.00327129	0.0358547	0.0177867	0.124236	0.0465299	0.0415137	0.0181633	0.0309589	0.089214	0.0808154	0.0808154
0.674362	0.474189	0.334933	0.279874	0.154101	0.00519173	0.137775	0.204013	0.0499341	0.180966	0.0582941	0.0120118	6.35E-05	0.0194806	0.101127	0.102188	0.0136239	0.164447	0.0802209	0.000147765	0.000574911	0.10951	0.0401604	0.254286	0.125585	0.0935541	0.00380449	0.00876951	0.0162274	0.019279	0.000205704	0.000205704
0.68607	0.815222	0.581521	0.618903	0.25605	0.0311952	0.0523096	0.175409	0.16506	0.11882	0.0172069	0.000169151	0.0704033	0.051262	0.413197	0.0331172	0.106611	0.0376996	0.226279	0.00552433	0.00437268	0.0498657	0.0134542	0.108365	0.172735	0.0734463	0.00145833	0.0159461	6.28E-05	0.0020814	0.0848708	0.0848708
0.73446	0.592366	0.421879	0.218847	0.173142	0.00299115	0.438305	0.216017	0.482382	0.228751	0.0108465	0.00506796	0.00188034	0.0417841	0.205143	0.115519	0.00805177	0.152365	0.0751334	0.0556395	0.0108334	0.023942	0.0811858	0.37737	0.344446	0.0652382	0.0139924	0.0135632	0.00938343	0.0967825	0.0090372	0.0090372
0.670754	0.588345	0.62238	0.705363	0.245575	0.0117124	0.428939	0.409255	0.229755	0.279391	0.00952637	0.00400455	0.000914124	0.0824435	0.0382798	0.095857	0.0599474	0.0899304	0.168668	0.00139416	0.000145009	0.00746604	0.128121	0.25952	0.077967	0.0599284	0.000108674	0.000563448	0.00352785	0.138673	0.00557738	0.00557738
0.459433	0.47256	0.379749	0.634831	0.303531	0.0488237	0.114305	0.161473	0.241996	0.191507	0.0128259	0.0104496	0.0430916	0.0756742	0.0554888	0.0871139	0.264452	0.153041	0.0648635	0.0134284	0.0115183	0.0550639	0.000135849	0.2563	0.110156	0.016129	0.0255078	0.0157349	0.0366952	0.0993248	0.0179488	0.0179488
0.372111	0.761535	0.396167	0.353888	0.170259	0.00910419	0.392623	0.238931	0.295241	0.247633	0.0272695	0.0187989	0.0234309	0.028183	0.1564	0.00424776	0.00709351	0.0506788	0.0978465	0.0145765	0.00724683	0.00872771	0.00137648	0.0410599	0.0639585	0.0263467	0.0245737	0.0363946	0.0173484	0.0101657	0.0202015	0.0202015
0.657061	0.459354	0.407267	0.421845	0.0948018	0.0384302	0.511715	0.18103	0.287772	0.253919	0.0442524	0.00829547	0.0858843	0.0568177	0.227644	0.0783749	0.297504	0.0277706	0.141351	0.00359068	0.046468	0.0174079	0.0429331	0.305191	0.0734371	0.0662734	0.0140411	0.00815469	0.00531213	0.0329232	0.0529218	0.0529218
0.77455	0.34709	0.297212	0.316531	0.10122	0.189846	0.210226	0.208257	0.0696444	0.179674	0.0065187	0.00307152	0.00398295	0.0760708	0.0624047	0.261838	0.0985078	0.0345856	0.118434	0.00196802	0.014968	0.0347758	0.00619512	0.0614837	0.321985	0.0811535	0.000750644	0.000836844	0.0148386	0.111518	0.0658372	0.0658372
0.502102	0.668927	0.425133	0.379674	0.264552	0.0172578	0.290975	0.157199	0.110591	0.553822	0.0104987	0.000339458	0.0198759	0.0646951	0.0218155	0.131702	0.0381798	0.0929058	0.0150245	0.0105122	0.0600104	0.0160218	0.0476242	0.23715	0.0532259	0.169666	0.0398755	0.0228402	0.000136598	0.0451545	0.0972221	0.0972221
0.356139	0.613762	0.223927	0.335213	0.353549	0.00130498	0.283722	0.156315	0.136051	0.39664	0.00355331	0.0687657	0.0199449	0.012759	0.0524496	0.0134565	0.126694	0.0104809	0.0388167	0.00420385	0.00365693	0.00622343	0.0185882	0.034656	0.114636	0.135608	0.0101062	0.00881769	0.0690186	0.06019	0.00153183	0.00153183
0.705574	0.671046	0.428879	0.336287	0.101828	0.103841	0.349549	0.140472	0.0676934	0.445401	0.00996827	0.0044852	0.0330066	0.0712132	0.238516	0.0858163	0.121432	0.0472089	0.00778896	0.000948786	0.0159406	0.260252	0.051788	0.117095	0.348787	0.00284706	0.0124583	0.000165098	0.00391802	0.0125821	0.0441212	0.0441212
0.593567	0.773378	0.756215	0.336648	0.218215	0.048713	0.443861	0.208441	0.235699	0.191637	0.00193683	2.91E-05	0.0109114	0.0991831	0.133131	0.231542	0.00684074	0.00239222	0.0210392	0.0290022	0.000658049	0.0151508	0.00255526	0.207768	0.155504	0.14281	0.00349539	6.16E-05	0.0658743	0.0904242	0.00961518	0.00961518
0.715934	0.554802	0.486114	0.500827	0.166491	0.0458915	0.567677	0.224427	0.163408	0.238517	0.0106383	0.0246328	0.10711	0.081108	0.123106	0.0629742	0.118884	0.0427641	0.0425403	0.0255149	0.00222377	0.0156758	0.0886685	0.0825004	0.0712629	0.149836	0.00926994	0.00212006	0.0165383	0.000183603	0.0662707	0.0662707
0.695384	0.686943	0.664789	0.123048	0.186423	0.0153833	0.1019	0.169883	0.261732	0.108306	0.0079625	0.00641023	0.00498834	0.129164	0.0609279	0.00288725	0.127431	0.39165	0.0610396	0.0152589	0.00494787	0.00394063	0.00743888	0.312512	0.25617	0.196425	0.00825208	0.0492335	0.0722894	0.00249093	0.0497281	0.0497281
0.447148	0.563409	0.374275	0.231251	0.142202	0.0488085	0.157024	0.179642	0.0531287	0.273799	0.0041248	0.0078046	0.105927	0.0622912	0.0322013	0.0556375	0.0319434	0.144869	0.00700917	0.000788554	0.0100247	0.0804806	0.00494933	0.0566865	0.362865	0.0175258	0.00587987	0.000690193	0.00443398	0.00866845	0.0357127	0.0357127
0.321679	0.596114	0.549921	0.194254	0.295692	0.0417005	0.409538	0.246158	0.153095	0.217276	0.0185496	0.000154825	0.0558713	0.061527	0.157175	0.0989764	0.0349832	0.214155	0.00511447	0.0130122	0.0474166	0.0310453	0.0649023	0.204646	0.167176	0.0756705	0.0467861	0.0283842	0.00270361	0.00989595	0.000163082	0.000163082
0.751067	0.508757	0.266097	0.418162	0.481331	0.0369291	0.330699	0.272501	0.295323	0.141102	0.0197223	0.00271819	0.0850726	0.0856868	0.0799291	0.108744	0.0095252	0.0968104	0.031787	0.0529579	0.0789719	0.0644675	0.0302381	0.069404	0.0848589	0.130266	0.000342399	0.00360666	0.0295944	0.000544382	0.025905	0.025905
0.595321	0.799461	0.548865	0.275292	0.167241	0.0500986	0.317161	0.29714	0.268371	0.281778	0.00311265	0.0668363	0.0681516	0.0269023	0.0460463	0.101794	0.187905	0.0703246	0.00878042	0.000408418	0.0401669	0.0303625	0.11625	0.191849	0.0801113	0.0138981	0.0819169	0.00679304	0.0204413	0.0795836	0.0438635	0.0438635
