M74[6]	M74[7]	M74[8]	M74[9]	M74[10]	M74[11]	M74[12]	M74[13]	M74[14]	M74[15]	M74[16]	M74[17]	M74[18]	M74[19]	M74[20]	M74[21]	M74[22]	M74[23]	M74[24]	M74[25]	M74[26]	M74[27]	M74[28]	M74[29]	M74[30]	M74[31]	M74[32]	M74[33]	M74[34]	M74[35]	M74[36]	M74[37]
0.512118	0.637583	0.65907	0.660067	0.263214	0.130026	0.368711	0.212543	0.112517	0.524546	0.00124277	0.0114123	0.012636	0.159609	0.221342	0.150939	0.0565503	0.0711348	0.0124303	0.0204597	0.00140862	0.0872706	0.0345562	0.053798	0.277531	0.0369003	0.000492845	0.00011646	0.00301603	0.0198389	0.118463	0.118463
0.661771	0.756355	0.494731	0.552402	0.461901	0.0340225	0.12394	0.227349	0.121766	0.50369	0.00920969	0.0178351	0.187789	0.0195166	0.133743	0.106212	0.226957	0.0371099	0.131747	0.0342184	0.0518571	0.0296022	0.000781807	0.0678146	0.15958	0.212465	0.0186164	0.129978	0.00227687	0.0289305	0.0541453	0.0541453
0.783028	0.555186	0.366477	0.593722	0.435878	0.0911106	0.480946	0.148051	0.235565	0.238526	0.0040216	0.0328042	0.0595455	0.0554448	0.248801	0.0192022	0.109455	0.168125	0.00882417	0.000509473	0.00495058	0.0121986	0.011476	0.00355867	0.207125	0.0214625	0.00180513	0.00376447	0.0009225	0.0922674	0.0901358	0.0901358
0.683332	0.633554	0.638684	0.289274	0.156213	0.0586925	0.518467	0.375328	0.30762	0.10314	0.000489998	0.016596	0.00173712	0.0989856	0.200086	0.0622882	0.203586	0.143211	0.021356	0.00364056	0.0903099	0.18608	0.0203984	0.115684	0.175713	0.121068	0.00024382	0.0918675	0.000707834	0.0200376	0.11435	0.11435
0.680151	0.545893	0.454679	0.442124	0.150599	0.0323916	0.425992	0.0696388	0.138976	0.31968	0.0162185	0.0117701	0.0807941	0.0258187	0.121018	0.151474	0.112703	0.179976	0.125326	0.000340865	0.0038998	0.0383917	0.0497854	0.0874306	0.19789	0.0758322	0.0412053	7.53E-05	0.000171733	0.0781667	0.00387676	0.00387676
0.483777	0.564903	0.341835	0.31777	0.0571712	0.00762009	0.548156	0.192384	0.195202	0.366775	0.0049691	0.0100571	0.0107226	0.0802424	0.0151872	0.000966338	0.07653	0.026037	0.0548737	0.000555921	0.00480305	0.0268611	0.00391685	0.0809553	0.0590735	0.020975	0.0104714	0.000160415	0.0258527	0.206376	0.00509202	0.00509202
0.244602	0.71862	0.171394	0.265158	0.10006	0.0390657	0.386971	0.427052	0.382999	0.289096	0.0496148	0.0330418	0.0957128	0.115135	0.133344	0.0195348	0.000451539	0.0918174	0.0475832	0.000148708	0.257426	0.0957598	0.0352436	0.108607	0.0871155	0.0265289	0.000622662	0.00739353	0.0917289	0.000144426	0.00163632	0.00163632
0.704936	0.655911	0.462656	0.288312	0.314368	0.0722197	0.4867	0.0884073	0.265954	0.336718	0.00512435	0.00293372	0.00589619	0.0508595	0.0711243	0.607126	0.0692334	0.0180368	0.00242519	0.0158726	0.00749501	0.254295	0.0116634	0.320614	0.0878999	0.126145	0.0125883	0.00952359	3.46E-05	0.0983371	0.0229991	0.0229991
0.622463	0.771471	0.399157	0.443255	0.157931	0.115682	0.15313	0.109242	0.262063	0.359444	0.014162	0.00600534	0.000963451	0.0910056	0.0514953	0.228129	0.219959	0.183724	0.0284831	7.73E-05	0.000477699	0.0002796	0.025578	0.277103	0.154858	0.0696971	0.00435977	0.0977064	0.000186082	0.0250358	0.0488765	0.0488765
0.34104	0.79781	0.562275	0.253872	0.269487	0.106628	0.424999	0.371017	0.122884	0.334059	0.0100782	0.0100772	0.0895474	0.118721	0.0382173	0.171332	0.13072	0.261224	0.00162461	0.0151539	0.00707591	0.110056	0.0640622	0.0893334	0.424213	0.215315	0.00704389	7.00E-05	0.00232729	0.00794235	0.111202	0.111202
0.450115	0.619453	0.587512	0.60123	0.181803	0.0126658	0.261898	0.153355	0.127164	0.131608	0.00315606	0.00353086	0.0898781	0.0702983	0.132781	0.00678775	0.190035	0.032191	0.316584	0.00293245	0.00130272	0.0366343	0.00170737	0.132348	0.128284	0.0901455	6.40E-05	0.0156102	0.000140505	0.0073833	0.00917352	0.00917352
0.642043	0.764665	0.49634	0.591355	0.105568	0.0491952	0.355326	0.095201	0.110134	0.532207	0.0451283	0.0365702	0.00201577	0.0119016	0.0963655	0.299532	0.120253	0.0595036	0.0183675	0.0148335	0.0164424	0.117484	0.00955901	0.111529	0.171161	0.126408	0.0613403	0.000255703	0.0538143	0.0705131	0.000512358	0.000512358
0.611201	0.614722	0.691337	0.308678	0.445159	0.0410565	0.379737	0.0494323	0.152593	0.313547	0.0232395	0.0153034	0.0742074	0.0195092	0.165814	0.0473098	0.060943	0.039524	0.0133237	0.0154221	0.0473854	0.00391792	0.0655317	0.18956	0.134132	0.057291	0.00357761	0.014124	0.0327938	0.00735604	0.0167269	0.0167269
0.372041	0.499346	0.544791	0.184695	0.308063	0.0938263	0.323261	0.382118	0.228073	0.142277	0.00248442	0.00137248	0.0972189	0.0643971	0.0183542	0.209615	0.12539	0.0613926	0.0590901	0.0001106	0.000704809	0.0551966	0.044337	0.103904	0.137966	0.0499382	0.000564277	0.0428897	0.0184745	0.185539	0.0107612	0.0107612
0.80957	0.531944	0.504507	0.333836	0.356779	0.00190026	0.70601	0.0932295	0.266214	0.273394	0.000135464	0.0228407	0.0165436	0.0118977	0.162343	0.0465871	0.0657139	0.120695	0.00467969	0.00308703	0.0282393	0.0358234	0.00134972	0.0522524	0.196346	0.0636772	0.0451842	0.0293651	0.0183873	0.0283571	0.00212817	0.00212817
0.45784	0.615209	0.342024	0.144531	0.238963	0.0259174	0.352824	0.12972	0.318812	0.521316	0.00231783	0.0173518	0.000771889	0.0929737	0.0488357	0.114414	0.0616806	0.058157	0.0776143	0.184215	0.0262719	0.0191732	0.00170231	0.19688	0.217213	0.00247904	0.0442707	0.000505577	0.00421547	0.00568621	0.041714	0.041714
0.317848	0.351866	0.411451	0.31178	0.421633	0.0782101	0.259249	0.136717	0.235371	0.126414	0.00585003	0.105124	0.0482242	0.0576971	0.109148	0.0615926	0.113288	0.0353621	0.0135517	0.00255539	0.101453	0.0796902	0.0238172	0.0326366	0.261428	0.0454317	0.0115343	0.0185698	0.0260463	0.0338425	0.00245351	0.00245351
0.484243	0.787232	0.571888	0.278577	0.303802	0.0321566	0.376218	0.290638	0.17815	0.256114	0.00646652	0.0284923	0.0263045	0.0510221	0.061862	0.0853944	0.00552117	0.0822472	0.0499546	0.00369242	0.0382268	0.118036	0.000183111	0.144521	0.294156	0.0386652	0.0145982	0.000565291	0.0265613	0.118899	0.0161056	0.0161056
0.591278	0.370892	0.535523	0.53647	0.202182	0.0169989	0.334228	0.0742146	0.232183	0.422333	0.00315471	0.00462712	0.00128528	0.0435129	0.0332067	0.0434074	0.0235127	0.0239142	0.122462	0.0024913	0.0440234	0.0118559	0.0709245	0.137748	0.242412	0.110168	0.00132037	0.0216013	0.0208449	8.04E-05	0.0222325	0.0222325
0.454311	0.59699	0.635147	0.307369	0.273657	0.068964	0.232442	0.18664	0.169971	0.22263	0.0297196	0.000103005	0.11251	0.0568158	0.156954	0.248552	0.0194566	0.171214	0.0246649	0.0266105	0.011394	0.0945007	0.0589797	0.207956	0.23819	0.0459443	0.000304723	0.0156563	0.0087617	0.014637	0.0970362	0.0970362
0.750337	0.701143	0.480234	0.524019	0.323404	0.134483	0.182905	0.202302	0.208563	0.186158	0.0546364	0.00254428	0.0173036	0.00687639	0.274006	0.246981	0.20792	0.160618	0.0608478	0.00154985	0.0363358	0.0516857	0.0674683	0.0326148	0.19732	0.0656203	0.000438065	0.0538612	0.00400367	0.163567	0.131002	0.131002
0.662191	0.590236	0.750334	0.150834	0.165231	0.0348636	0.32813	0.332082	0.0371493	0.175522	0.0549493	0.0535131	0.0120778	0.00584677	0.197163	0.0353381	0.0868927	0.042861	0.0562855	0.0277818	0.049418	0.00245924	0.0149174	0.0142208	0.181172	0.0504095	0.00314623	0.00944088	0.00111341	0.00160109	0.0782556	0.0782556
0.467375	0.762996	0.69407	0.275747	0.251014	0.0527059	0.297992	0.0834369	0.14041	0.229334	0.00921611	0.00125894	0.036994	0.0216301	0.0965224	0.0500345	0.141616	0.0696597	0.116919	7.95E-05	0.082281	0.000961225	0.0123455	0.291315	0.0622311	0.0678691	0.0294311	0.00404284	0.00517084	0.0988893	0.0268625	0.0268625
0.626542	0.556856	0.350179	0.357681	0.243525	0.0185687	0.155088	0.368014	0.174392	0.421472	0.0232405	0.00309038	0.176431	0.0608871	0.115402	0.0499423	0.0995084	0.0509349	0.0337328	0.00111768	0.0100198	0.0214016	0.00497142	0.177781	0.0423455	0.0530767	0.00121387	0.158584	0.00974432	0.0515675	0.00442068	0.00442068
0.496967	0.659239	0.604469	0.182708	0.29667	0.00277311	0.296796	0.128912	0.0446345	0.275353	0.00415075	0.00723346	0.231788	0.0454134	0.278204	0.104432	0.108572	0.236984	0.00633115	0.0149731	0.0192926	0.0720952	0.103618	0.148572	0.264291	0.069418	0.000585918	0.0436029	0.00158009	0.0271248	0.01763	0.01763
0.746961	0.540973	0.690996	0.539326	0.0748165	0.0303171	0.184781	0.313923	0.119241	0.230878	0.00356387	0.000287937	0.0620778	0.139538	0.0983318	0.0939207	0.104548	0.29967	0.00612492	0.0042735	0.0273196	0.268267	0.0120034	0.162554	0.123718	0.0145718	0.00805863	0.0667613	0.0143038	0.013612	0.0225739	0.0225739
0.256371	0.769474	0.533667	0.73493	0.455037	0.0344054	0.429426	0.161638	0.0492693	0.190656	0.0284132	0.0246826	0.0373707	0.121089	0.0972359	0.133527	0.0983331	0.183093	0.0126908	0.00486907	0.00581143	0.113335	0.00101464	0.0893503	0.111129	0.0566095	0.00241286	5.59E-05	0.0277678	0.068848	0.000198175	0.000198175
0.546025	0.334762	0.327224	0.626714	0.314444	0.0950859	0.542233	0.169012	0.0402464	0.163015	0.0335485	0.0201252	0.00137092	0.0406083	0.0779388	0.125701	0.172129	0.0333654	0.0904243	0.00284075	0.000891561	0.0463222	0.00665522	0.239708	0.0781064	0.0200044	0.0342749	0.000861157	0.049596	0.103993	0.0213365	0.0213365
0.437705	0.574666	0.384175	0.592531	0.569084	0.0412641	0.432987	0.150322	0.199516	0.502624	0.0482803	0.00132326	0.000561352	0.0109404	0.0320951	0.0595674	0.108209	0.119462	0.0224457	0.000198223	0.000258174	0.0385576	0.00237615	0.154881	0.194879	0.0550688	0.00816004	0.0738472	0.03133	0.000203446	0.0468062	0.0468062
0.338842	0.155367	0.70782	0.504206	0.295581	0.000494655	0.422342	0.0519746	0.280071	0.10297	0.014488	0.00213161	0.0746198	0.0370422	0.0324414	0.130288	0.163515	0.0197544	0.021188	0.000934352	0.102905	0.0283443	0.00246686	0.138881	0.286587	0.0491768	0.0283375	0.00822145	0.19141	0.00861988	0.00796235	0.00796235
0.573053	0.744752	0.397299	0.395421	0.348502	0.00020395	0.35824	0.220198	0.16616	0.141342	0.0109576	0.0293159	0.0240537	0.134483	0.196287	0.255589	0.159062	0.00841545	0.0316496	0.0203345	0.0404273	0.055284	0.15192	0.234973	0.127614	0.0633534	0.00353987	0.00746485	0.00811679	0.104692	0.0411115	0.0411115
0.357347	0.637362	0.590462	0.411042	0.202042	0.0314794	0.394217	0.100962	0.202474	0.224605	0.0174898	0.0201189	0.00667962	0.0734819	0.0836705	0.066528	0.0866214	0.132135	0.0205652	0.000109773	0.0534261	0.0144006	0.0305073	0.134855	0.124462	0.0474757	0.00275201	0.00103716	0.000444691	0.00298722	0.00737511	0.00737511
0.820301	0.527773	0.4871	0.478408	0.418327	0.141132	0.476327	0.157268	0.118343	0.294925	0.0370752	3.20E-05	0.00665728	0.038652	0.224917	0.0553293	0.126015	0.0482364	0.13539	0.000106274	0.0199621	0.0261256	0.0189074	0.0844868	0.132098	0.029314	0.0393126	0.00364744	0.00507912	0.0332657	0.0147308	0.0147308
0.568405	0.654916	0.387802	0.422222	0.197189	0.0280954	0.503698	0.139915	0.116399	0.298767	0.0113622	0.00718962	0.0551749	0.0573008	0.0294124	0.0616742	0.095676	0.19127	0.00591396	0.021039	0.00202296	0.0858893	0.0272704	0.134767	0.0994127	0.13446	0.00979956	0.00168211	0.077735	8.53E-05	0.0356922	0.0356922
0.762285	0.726166	0.482182	0.53754	0.230662	0.0280083	0.359148	0.169674	0.101559	0.126043	0.0031858	0.00286778	0.000109401	0.0230588	0.0536639	0.0604621	0.0492831	0.218002	0.000337657	0.017986	0.0248539	0.0223049	0.0352712	0.111502	0.32382	0.15117	0.0495702	0.0999556	0.0654007	0.000281439	0.00361296	0.00361296
0.698352	0.606657	0.235528	0.308811	0.0893343	0.0194767	0.323184	0.234102	0.127408	0.172288	0.0164759	0.00240645	0.0862613	0.0531488	0.0871954	0.099227	0.0166524	0.0479294	0.00856156	0.00304262	0.0504283	0.0842779	0.0575002	0.137844	0.156402	0.14037	0.0644149	0.00111848	0.284955	0.117195	0.02389	0.02389
0.79227	0.717083	0.335459	0.586741	0.288568	0.0204324	0.297345	0.460588	0.315391	0.0355638	0.00478548	0.0520005	0.0171728	0.10023	0.163987	0.0522458	0.109361	0.313568	0.0163445	0.00126651	0.0148578	0.00439637	0.00218636	0.0197091	0.425046	0.0587649	0.00425503	0.00690404	0.0380298	0.0667405	0.0811268	0.0811268
0.438341	0.568536	0.343094	0.426691	0.246362	0.03234	0.183027	0.163426	0.152651	0.392868	0.00180998	0.0015514	0.10654	0.0953236	0.215898	0.108624	0.0285888	0.0609067	0.0680096	0.00221016	0.0777741	0.252697	0.0335723	0.167695	0.0494934	0.0134166	0.000608936	0.0132033	0.013803	0.0508038	0.000932135	0.000932135
0.328545	0.554466	0.402913	0.344796	0.438418	0.0161618	0.275535	0.10725	0.0945602	0.109728	0.0127687	0.00300449	0.0668243	0.0515439	0.021194	0.0933264	0.0947973	0.12296	0.0724932	0.0445292	0.000332814	0.00864352	0.00637092	0.146998	0.260588	0.0244929	0.000277656	0.066255	0.0124517	0.0831285	0.00577177	0.00577177
0.727345	0.419947	0.597021	0.309979	0.398956	0.123362	0.322562	0.149306	0.155486	0.365765	0.022493	0.091207	0.0107434	0.0763179	0.0578621	0.388202	0.193645	0.0873335	0.0326767	0.00144806	0.0478521	0.0681925	0.000398224	0.0827482	0.108258	0.123834	0.0180403	0.00156748	0.002866	0.12977	0.0295036	0.0295036
0.702018	0.870315	0.406743	0.599383	0.170215	0.147492	0.337146	0.519926	0.0871385	0.209738	0.0226936	0.000166327	0.000131701	0.0384691	0.246076	0.0167525	0.123077	0.0700598	0.182627	4.46E-05	0.0997786	0.000504348	0.0054649	0.125472	0.0591851	0.096167	0.00128302	0.0425427	0.0912457	0.00747209	0.000951301	0.000951301
0.808836	0.549783	0.552103	0.466071	0.280036	0.0944048	0.203606	0.0535443	0.189398	0.326495	0.026652	0.00596676	0.00969413	0.0598089	0.143664	0.0737144	0.13514	0.314667	0.0319756	0.00030507	0.00152449	0.0023089	0.00461992	0.127294	0.0979041	0.0722483	0.0579785	0.0118726	0.00100247	0.041115	0.0236203	0.0236203
0.490324	0.654121	0.429043	0.396493	0.112193	0.0950763	0.2473	0.313041	0.157367	0.169478	0.0102998	0.1221	0.00575675	0.0463384	0.101261	0.152674	0.375176	0.10861	0.00048232	0.00365587	0.00232989	0.00414168	0.00347126	0.352665	0.109549	0.0581333	0.00892076	0.000400507	0.00691223	0.137846	0.0468677	0.0468677
0.539314	0.809763	0.394761	0.321275	0.31743	0.00573337	0.37417	0.2109	0.0641033	0.280184	0.0139922	0.000215218	0.000121777	0.0626789	0.0874457	0.0946264	0.101403	0.0505006	0.0526566	0.00896607	0.0285039	0.0491867	0.000492845	0.0220806	0.269082	0.0207322	0.0539607	0.0446927	0.00105462	0.0263123	0.00298273	0.00298273
0.731175	0.585447	0.612431	0.544554	0.384226	0.0366353	0.213425	0.270777	0.166316	0.329907	0.0127643	0.00149381	0.295239	0.121497	0.147887	0.0141938	0.259381	0.125642	0.15151	0.000295817	0.000420339	0.0291849	0.0011175	0.306592	0.0950169	0.0529069	0.0439926	0.000244727	0.0253577	0.109142	0.0157455	0.0157455
0.423985	0.686685	0.384109	0.210257	0.219499	0.101982	0.297563	0.201437	0.182382	0.234666	0.0277535	0.00126426	0.000146727	0.0368133	0.071282	0.222126	0.0575023	0.198859	0.0347704	0.000110819	0.021263	0.117156	0.0931279	0.175569	0.433064	0.087418	0.0201858	0.036128	0.00280092	0.0170973	0.046555	0.046555
0.750674	0.303986	0.651896	0.414676	0.189859	0.00377091	0.249272	0.303974	0.111387	0.241858	0.00712742	0.0157683	0.00346582	0.0595094	0.361968	0.00044502	0.0275077	0.101441	0.0969285	0.00132956	0.0143651	0.0232451	0.0602002	0.0981565	0.153354	0.00929786	0.0468864	0.00951256	0.00299912	0.214854	7.37E-05	7.37E-05
0.539799	0.623429	0.5502	0.389864	0.0954853	0.0506758	0.456914	0.0528248	0.147875	0.216851	0.0396036	0.0136555	0.0551149	0.0333717	0.0625651	0.442379	0.101249	0.0896252	0.00122327	0.0215071	0.0869495	0.118983	0.0122563	0.0797815	0.122144	0.130631	0.00681269	0.000687067	0.00776338	0.0208126	0.00285755	0.00285755
0.741548	0.570847	0.400229	0.420029	0.253556	0.0967187	0.524402	0.071856	0.073622	0.217478	0.00977298	0.00585927	0.00491972	0.232656	0.187503	0.0221804	0.0615965	0.198858	0.0161827	0.0268232	0.00478072	0.0158572	0.00961054	0.100651	0.160184	0.0918951	0.0334674	0.0238895	0.00882739	0.0234085	0.156079	0.156079
0.737791	0.519867	0.325216	0.616228	0.432242	0.0589989	0.285795	0.0954934	0.298787	0.190855	0.00924392	0.000118071	0.0159178	0.0756137	0.108967	0.0580938	0.232346	0.203181	0.00774232	0.000727504	0.0739574	0.0255071	0.15752	0.0846382	0.238816	0.0820699	0.0636302	0.0101977	0.0391066	0.033776	0.00478708	0.00478708
0.514057	0.477168	0.348093	0.28124	0.367748	0.0703381	0.286754	0.0611263	0.159964	0.272468	0.00572328	0.101055	0.032226	0.0918594	0.103766	0.108955	0.0639863	0.0378753	0.0374103	0.00143792	0.0296934	0.03827	0.0023535	0.018863	0.122574	0.0564515	0.000634652	0.00335403	0.063409	0.00173362	0.0227645	0.0227645
0.488611	0.539657	0.41893	0.278788	0.174676	0.0940105	0.365652	0.158637	0.27153	0.244635	0.0285152	0.00135158	0.124693	0.0766627	0.11077	0.0739979	0.0546602	0.218217	0.0650304	0.0148439	0.090733	0.0522255	0.0221466	0.0265836	0.270655	0.0218674	0.0322967	0.0118459	0.0092134	0.278636	0.0298589	0.0298589
0.625845	0.587325	0.576935	0.578373	0.321772	0.138559	0.496379	0.0944206	0.103915	0.2716	0.0199758	0.0351488	0.0304744	0.0752654	0.164858	0.052197	0.0124303	0.00779367	0.000249643	0.016918	0.0133285	0.0392217	0.0174582	0.121605	0.132196	0.00713908	0.0392207	0.000448693	0.00197417	0.043464	0.0608106	0.0608106
0.837501	0.74771	0.427021	0.437897	0.380516	0.0177077	0.29881	0.0187969	0.130905	0.197075	0.0145569	0.00663828	0.000102158	0.0992613	0.0539628	0.0452321	0.027264	0.0576958	0.0170614	0.00024669	0.0187657	0.103452	0.000763722	0.0470837	0.0606376	0.0353571	0.0347287	0.0163066	0.00587169	0.0804282	0.0785874	0.0785874
0.62387	0.628588	0.499817	0.448558	0.13691	0.129149	0.188216	0.138274	0.438633	0.376632	0.0215309	0.0548237	0.0431076	0.0556021	0.115723	0.0824999	0.0534151	0.134994	0.0415601	0.0168485	0.015063	0.0669682	0.0359708	0.091817	0.160675	0.0699188	0.00374206	0.00116588	0.0106342	0.0585967	0.114787	0.114787
0.517734	0.660137	0.410913	0.609157	0.239698	0.0165004	0.281074	0.332459	0.553598	0.204465	0.00660329	0.00152546	0.0401905	0.0675334	0.145068	0.0566546	0.104717	0.109828	0.0622871	0.0109254	0.0448004	0.0177549	0.00388547	0.129048	0.367289	0.055399	0.00713564	0.00233647	0.00282272	0.127118	0.000824934	0.000824934
0.586969	0.785084	0.377569	0.329682	0.106066	0.0198046	0.390257	0.0854693	0.109507	0.142992	0.00971455	0.00100862	0.00768769	0.0120907	0.154104	0.0496395	0.0375625	0.308721	0.166763	0.0597205	0.0164577	0.0942248	0.0187119	0.119227	0.256334	0.0539125	0.000557235	0.00105571	0.0256728	0.00686471	0.000170118	0.000170118
0.698449	0.757267	0.399685	0.31112	0.185503	0.132185	0.0548817	0.194197	0.126845	0.453089	0.0228616	0.19835	0.000268813	0.0806276	0.109055	0.0615811	0.144587	0.0450509	0.0292194	0.0171175	0.0244669	0.0595322	0.100301	0.0247144	0.132991	0.042146	0.00282631	0.095225	0.0087272	0.0121565	0.0724307	0.0724307
0.607061	0.679522	0.369256	0.526157	0.127717	0.0170193	0.230873	0.277248	0.405337	0.228934	0.0277472	0.000212989	0.0100041	0.0842903	0.0109788	0.223172	0.0832619	0.136551	0.175166	0.00889832	0.0054397	0.0874498	0.000855198	0.0600628	0.113242	0.105866	0.0677481	0.0168818	0.0163232	0.142418	0.0090171	0.0090171
0.816664	0.583702	0.366449	0.348168	0.0373986	0.0545894	0.453522	0.196322	0.146461	0.333151	0.0229433	0.000890294	0.0144922	0.0365993	0.138104	0.177987	0.147146	0.0303036	0.0661207	0.0272373	0.0013609	0.0211608	0.0196636	0.02676	0.186243	0.169716	0.00177747	0.00312364	0.0313373	0.144312	0.0048518	0.0048518
0.591998	0.749335	0.423685	0.286343	0.205786	0.0288776	0.415254	0.0777648	0.0732473	0.175401	0.0206341	0.020973	0.0017241	0.223383	0.037835	0.0284003	0.0301878	0.236801	0.0422116	0.00446681	0.00922626	0.0256113	0.0121711	0.251321	0.199807	0.0649326	0.0227211	0.0221984	0.0579395	0.00647118	0.00543548	0.00543548
0.71487	0.451666	0.571246	0.581444	0.424974	0.0264655	0.300499	0.166509	0.215457	0.293582	0.0264737	0.036518	0.00679182	0.0342612	0.083207	0.0769643	0.102075	0.0440456	0.0963489	0.00692122	0.00362763	0.0663542	0.132277	0.3143	0.0977025	0.0286996	0.0134701	0.00985762	0.0232346	0.124815	0.0536876	0.0536876
0.841095	0.601628	0.528622	0.637743	0.274389	0.0262318	0.406035	0.150265	0.263434	0.35867	0.0138609	0.0364065	0.0356754	0.0779117	0.125925	0.155291	0.200287	0.111929	0.00655153	0.00835698	0.00496234	0.232804	0.0027287	0.103212	0.152205	0.0812538	0.0121195	0.0394204	0.0133273	0.000104096	0.0590611	0.0590611
0.511439	0.289905	0.462787	0.265064	0.36768	0.0224186	0.285002	0.0207502	0.199754	0.223889	0.000206147	0.00365818	0.00750416	0.0147798	0.129167	0.020773	0.167585	0.113436	0.0198265	0.00220988	0.00292529	0.0903969	0.220692	0.192153	0.242437	0.0461053	0.00607258	0.00385269	0.00347788	0.00668554	0.0102842	0.0102842
0.501868	0.698006	0.268853	0.651444	0.236931	0.0315379	0.221656	0.216366	0.212608	0.134926	0.0842286	0.0150678	0.0709475	0.05163	0.107123	0.00787667	0.141568	0.00262028	0.0371826	0.00359276	0.0520588	0.0240473	0.0529211	0.145606	0.116601	0.116216	0.00150764	0.00772827	0.00355915	0.163558	0.0328502	0.0328502
0.39117	0.639794	0.404787	0.727484	0.181504	0.0189599	0.381653	0.191147	0.232118	0.111729	0.0192179	0.0295377	0.00120269	0.111087	0.20058	0.0285015	0.274396	0.0673	0.0351497	0.00012295	0.00305249	0.0311166	0.00570976	0.0493872	0.109715	0.122456	0.0200556	0.0661817	0.00256288	0.0634773	0.0353677	0.0353677
0.811463	0.888558	0.519826	0.457814	0.182433	0.0211467	0.117734	0.0673716	0.102896	0.18626	0.00571145	0.0417132	0.0127366	0.072434	0.104489	0.00467697	0.0780445	0.0300947	0.196909	0.0140416	0.00476775	0.00330324	0.0125908	0.0803849	0.0181475	0.0366026	0.00869021	0.126075	0.0232052	0.0975671	0.15113	0.15113
0.573492	0.557285	0.364499	0.58595	0.288954	0.043578	0.113045	0.221912	0.361707	0.288004	0.0343478	0.00512256	0.00245529	0.0165517	0.0639448	0.0464085	0.0996699	0.0344613	0.082954	0.00540331	0.0127398	0.258276	0.00304763	0.0353247	0.0395761	0.0387539	0.0877284	0.000103704	0.000268268	0.0238343	0.0138222	0.0138222
0.482089	0.29394	0.414497	0.39514	0.239405	0.0162369	0.0919882	0.108493	0.133648	0.117199	0.00674623	7.26E-05	0.113705	0.0298989	0.0399665	0.0436061	0.0280348	0.156486	0.0360935	0.135748	0.0278241	0.0258345	0.0721749	0.0540729	0.0790109	0.122027	2.20E-05	0.012613	0.0978179	0.0014006	0.00143092	0.00143092
0.681396	0.473194	0.470239	0.415921	0.390334	0.048307	0.407314	0.0508626	0.178609	0.113229	0.000198218	0.00432986	0.0064143	0.0410037	0.137349	0.0611674	0.000915491	0.282076	0.0058466	0.00011101	0.067553	0.0119105	0.00450346	0.267239	0.217718	0.0558876	0.064538	0.00083479	0.000506798	0.00956364	0.00047384	0.00047384
0.784353	0.75202	0.495088	0.262967	0.371375	0.14216	0.291857	0.380937	0.166479	0.100879	0.00687094	0.000418357	0.0209529	0.0444837	0.0161176	0.0356867	0.0337034	0.0366259	0.00993231	0.0212642	0.00202382	0.138159	0.00670418	0.046294	0.207556	0.101591	0.0751565	0.015604	6.12E-05	0.0816242	0.0338417	0.0338417
0.584733	0.531001	0.415802	0.568873	0.149903	0.0147425	0.211929	0.204895	0.0251617	0.183295	0.0223802	0.00370013	0.000835467	0.330201	0.155847	0.00275357	0.106762	0.326955	0.0300937	0.00114603	0.00155379	0.0102255	0.0353162	0.125964	0.06064	0.103291	0.10415	0.00078436	0.00432963	0.0728898	0.00610166	0.00610166
0.467795	0.193499	0.544469	0.441556	0.292907	0.00826006	0.262513	0.248364	0.147446	0.298677	0.003731	0.000106886	0.0106854	0.117636	0.105194	0.0592606	0.0772956	0.127423	0.0579156	0.00316284	0.0286582	0.0863605	0.0779394	0.143488	0.0775101	0.0633918	0.0423624	0.000119128	0.0293459	0.101283	0.149415	0.149415
0.819142	0.694073	0.548714	0.472535	0.483258	0.0870166	0.298241	0.229548	0.124024	0.146736	0.00678653	0.000287523	0.00149095	0.0490443	0.0779313	0.352333	0.0229772	0.0283827	0.0782918	0.00286364	0.00806527	0.189149	0.0413433	0.214231	0.0434892	0.0692317	0.00264541	0.0137503	0.0301751	0.00532396	0.0495041	0.0495041
0.768256	0.392201	0.489243	0.369499	0.456033	0.0562508	0.143591	0.0599131	0.38261	0.0547563	0.096168	0.0326208	0.000397467	0.0743048	0.0628962	0.0448127	0.0352391	0.180647	0.0442822	0.000292952	0.00038654	0.0357923	0.115818	0.07292	0.269691	0.246112	0.00650542	7.01E-05	0.21081	0.0393725	0.0150263	0.0150263
0.682145	0.525122	0.161043	0.403718	0.257031	0.0394976	0.0729579	0.140737	0.192642	0.0932998	0.104643	0.012938	0.0117794	0.0291968	0.0492154	0.246862	0.117882	0.235777	0.0278088	0.0149758	0.00728753	0.110475	0.000377152	0.29672	0.339406	0.0184768	0.000172656	0.0033341	0.0343123	0.0774142	0.0266092	0.0266092
0.327008	0.39628	0.308072	0.43734	0.0958857	0.00353027	0.457007	0.054353	0.0475701	0.193063	0.00211466	0.00542341	0.00109434	0.0235074	0.020307	0.140176	0.0401062	0.1862	0.0147877	0.000289091	0.0595464	0.00769004	0.0151723	0.0172414	0.022497	0.195749	0.0173267	0.0644092	0.0115854	0.0294943	0.000996958	0.000996958
